Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ethiopia,ETH,,,,,,,,,,,,,24.01951981,,,,,29.70471001,29.41960907,27.68567085,,,,,16.05517006,16.51704979,18.00678062,,,25.36199951,28.57094955,35.52257919,40.26448059,43.85335922,45.81110001,50.56312943,52.40343094,52.16096115,52.8083992,52.63479996,59.78631973,54.87488937,50.22340012,,53.93220139,55.38803101,,,
European Union,EUU,,94.51326752,94.49772644,94.57161713,,,,,,,96.38622284,95.75009918,95.50296783,95.39668274,96.06635284,96.98842621,96.66069794,96.00627899,96.76779938,96.79344177,96.41618347,95.77815247,96.09458923,96.20269775,95.758461,95.85716248,96.47841644,96.93187714,97.07759094,97.24347687,97.12445068,98.13313293,97.2190094,97.39064789,97.20747375,95.97823334,95.63739777,96.46685791,96.44033813,96.53505707,96.97698975,97.07531738,96.18742371,96.01361847,95.70591736,96.29279327,95.81195068,95.82965088,
Fragile and conflict affected situations,FCS,50.02085114,50.03733826,50.75006104,52.79336166,53.06669998,55.32875061,56.20164871,58.55440903,59.81642151,60.54029846,61.14041138,61.70075989,61.63822174,60.45489883,61.10591125,60.70100021,61.27851868,59.56692123,59.29933929,59.16772842,59.91600037,60.63772964,60.28765869,60.99581909,60.10280991,59.8758812,59.89286041,59.3743515,59.16614914,59.27124023,61.34283066,63.68333054,65.17138672,67.81419373,69.85977936,70.92530823,71.56430817,72.03900146,73.95313263,74.25556183,74.48506165,75.16162872,75.81140137,73.0605011,72.69293213,72.22981262,72.5226593,73.49268341,
Finland,FIN,,,,,,,,,,,,,,,,,,103.4772034,106.0462723,105.4812469,101.517868,97.643013,96.00778198,95.73645782,97.10093689,100.9861526,100.2142334,,97.75443268,96.07234955,96.00408173,101.8261337,100.9452896,102.1733932,99.93724823,100.8438416,96.804039,98.04985046,99.51747131,98.14646149,98.14364624,98.24205017,99.81494904,100.6195679,98.90644073,99.34259796,100.6802979,,
Fiji,FJI,,,,,,,,,,,96.45532227,96.06848145,,94.83968353,91.38861847,92.26921082,95.00643158,,,,,,104.324379,,102.5662384,100.7106323,100.295578,103.3216171,100.6782913,99.36984253,95.99784088,95.25782013,99.64511108,,108.7446289,,111.5050735,,106.2889175,105.2631607,,104.0335464,103.2115707,102.8369675,,106.0634766,102.5507202,,
France,FRA,,90.35916901,89.75858307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,72.19136047,70.9420929,,91.35920715,99.2041626,89.22400665,91.08467102,87.74719238,87.60394287,93.33168793,94.17755127,92.00093079,80.05378723,,,70.7591095,69.45259094,66.10025024,,,56.5154686,,,66.08940887,65.39029694,68.83527374,,,,,72.30680847,70.45015717,,,,,,,,,,,,,,,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0787888,,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00379944,97.41011047,94.47080231,89.23590851,94.25972748,85.26796722,,,97.20346832,102.5619278,105.2010803,,101.7344589,105.2458496,105.3051834,105.5713806,119.3855133,116.6567535,
Ghana,GHA,,72.55568695,66.1811676,,60.59801865,63.04011154,66.31034851,68.5958786,70.56139374,70.27337646,70.82942963,75.74476624,,,,,,,,,,73.42456818,75.52532196,,,,,,,72.9535675,75.97663879,71.54208374,73.04234314,69.58805847,74.46031189,77.72969818,72.72496033,78.61125946,83.61348724,86.10453033,,91.68167877,85.19226837,97.21652985,96.02324677,100.6090698,,95.32185364,92.85357666
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,31.30470085,24.74184036,23.44541931,23.00667,18.70685005,20.55183983,30.88265991,26.03160095,25.27552986,28.29501915,28.94882011,28.8819809,,,35.16215134,40.15258026,42.83182907,44.42358017,48.69150925,46.7605896,57.87242126,64.5699234,68.4190979,67.76487732,59.68936157,67.09603119,68.90940094,,68.23882294,68.78907013,70.13059235,,69.68047333,,
"Gambia, The",GMB,,36.4622612,38.46989822,36.40253067,34.96014023,35.95653152,35.84564972,29.11346054,36.77693939,38.11503983,41.60454178,39.98197937,45.4046402,51.04829025,59.11186981,60.72703934,62.84476852,68.50907135,,57.0917511,,,52.11169815,47.88721085,47.71247101,48.64101028,55.1556282,55.5092392,,80.02201843,79.48355103,80.49794769,78.43666077,79.57156372,77.22279358,72.28804016,69.58450317,75.15676117,77.8008728,,71.83091736,67.24089813,68.96473694,67.5839386,67.35128784,66.46021271,67.79688263,,
Guinea-Bissau,GNB,,,,,,,,,,22.69053078,18.09011078,24.50338936,26.70573997,20.63168907,18.05270004,,,12.93879986,8.469579697,,,,,,,,,,,,35.22634125,,,,,,,,,,71.85133362,,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,38.34156036,,,,,,50.1684494,,,42.45901871,,44.42890167,,,41.94464111,43.24996948,43.60877991,41.41847992,43.00830841,,,39.64781189,,,
Greece,GRC,,98.78005981,96.86720276,95.90872955,94.89772797,95.96578979,96.90522003,97.71031189,100.6014862,100.9445724,98.08345032,96.79007721,95.25726318,95.30874634,97.931427,100.2696381,105.6567612,95.40953827,96.36218262,94.12877655,,,96.79543304,,,,,,,,,,,,98.52178192,94.74343109,97.89698792,95.96341705,,,93.42904663,91.39411163,94.83596802,93.74057007,93.0639801,95.55019379,94.95214844,,
Grenada,GRD,,,,,,,,,90.13632965,92.19799042,,,,95.33170319,84.72109985,,,,,,,,,,,,,,,95.23132324,,,94.79724884,100.8006363,,103.1662292,,97.06690979,114.8459396,128.8699036,119.4390717,,,,,,,112.0914993,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,31.27961922,30.94158936,32.25934982,,,,,,,,,,,,,,,,,,49.74559021,,,55.539711,60.1842308,62.57912827,65.69217682,,71.25948334,74.67221832,76.99913788,77.10192108,79.7664032,83.79120636,85.39228821,86.80799866,85.22960663,85.22592163,85.45939636,83.31285858,79.072258,80.33023071,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,95.41615295,90.17653656,91.63156128,92.67459869,,87.8826828,93.53092194,86.7695694,90.27925873,80.61295319,,84.34674835,,,,,85.87767029,,,,,89.89476013,87.38127899,,77.49472046,77.88105774,84.88578796,,102.3442383,101.6153336,93.52300262,,77.15914154,,90.08114624,92.36414337,91.69228363,95.61006165,99.43917084,94.76064301,99.59609985,97.98084259,,,,,,
High income,HIC,92.66677856,92.79701996,92.65200043,92.91519165,93.10614014,93.89940643,94.15014648,94.38542938,94.14102173,93.2926712,94.61128235,94.69714355,93.65366364,93.68182373,94.47785187,94.68211365,94.8952179,94.64022827,94.54908752,94.37315369,94.62590027,94.55944824,95.26074219,95.63604736,95.24916077,95.07832336,95.02030182,94.85446167,95.5764389,95.94509125,96.02681732,96.77056885,96.26937103,96.40484619,96.50856781,95.68341064,95.60836792,96.83927917,97.19631958,97.04567719,97.42983246,97.44892883,97.75315857,97.39674377,97.41047668,97.70359802,97.5184021,97.53401947,
"Hong Kong SAR, China",HKG,,,,,,,,,,,106.2414932,102.6385498,98.38596344,97.31887817,101.2343521,100.6911163,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7833633,99.37679291,102.441452,105.9829712,105.0937576,103.58741,
Honduras,HND,,,,,,,,,,,41.74245834,,46.91590881,,51.02981949,,,,,,,65.30599976,61.99785995,63.5700798,65.08490753,67.84748077,64.81234741,65.63169098,72.30120087,,,,,74.69580078,,74.84577179,81.06034851,,80.88178253,83.76586151,87.49642181,89.33666229,87.72422028,81.71417999,78.02262878,,82.67645264,83.72612762,
Heavily indebted poor countries (HIPC),HPC,,,41.41873169,42.00217056,42.49803162,43.88935852,44.8692894,46.54438019,48.58710098,49.46757889,50.48968887,52.31827927,53.29961014,52.96648026,55.07780075,51.19293976,50.74316025,49.78205872,48.66263962,47.01237106,47.66941071,48.25236893,47.24317932,47.92866898,46.49668121,46.35987854,46.88713074,46.44490814,46.51501846,47.68571854,48.66727066,51.61598969,54.23347855,56.00138855,58.01171875,60.63103104,61.98564911,64.4457016,67.6360321,70.04740906,69.39804077,68.95027924,68.1947937,68.00022125,67.751091,67.51402283,67.3779068,67.34567261,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,79.87152863,84.83126831,85.96282196,90.81321716,89.73059082,91.51461792,95.05638123,99.34687805,97.82991791,,102.6523514,102.2953796,103.9561386,98.00720978,93.23790741,91.1578598,93.20883179,92.57563782,93.86218262,96.18579102,100.4755707,97.04042053,,
Haiti,HTI,,,,,,,,,,27.69314003,28.79545975,,30.27775002,33.42726898,,36.36249924,38.96622086,40.39146042,,,,,,,,,,49.59207153,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,,,,,,,97.71031189,98.73169708,103.1649933,98.74725342,96.71212006,93.0013504,92.10006714,93.84586334,101.3375702,112.7620773,103.0237579,96.06665039,88.5408783,83.11300659,81.146492,,,,,,,98.49118805,98.4440918,97.02545166,97.15190125,98.3859787,99.8236618,96.64211273,94.34985352,94.24021912,98.99221802,95.62805176,97.68759155,96.94631195,97.61824036,98.45597839,97.6576004,97.35401154,96.49752808,96.94763184,98.77867126,,
IBRD only,IBD,79.65016937,79.53222656,79.98236847,80.62207794,80.96858215,81.7590332,82.44799042,83.68759155,84.46066284,85.11141968,86.17723846,87.1389389,87.66590881,88.32112885,89.35002899,90.3157196,90.63934326,90.63610077,90.89135742,90.59700012,90.63787842,90.89806366,89.97145081,90.86045074,91.63327789,90.62631226,89.05171967,88.45046997,88.52893066,88.3940506,89.47862244,89.89810944,90.56067657,90.51209259,90.91906738,91.40825653,91.46086884,93.93605804,97.18388367,97.85720825,97.91499329,96.92323303,97.15827179,96.6746521,95.92044067,95.00726318,94.9713974,95.52210236,
IDA & IBRD total,IBT,,,75.71630096,76.38955688,76.69557953,77.47450256,78.1374588,78.88909912,79.6570282,80.3292923,81.21201324,82.07008362,82.63368988,83.14919281,84.13539124,84.54844666,84.70703125,84.55314636,84.57846069,84.13307953,84.15154266,84.37030792,83.58132935,84.27110291,84.688591,83.86923981,82.72215271,82.32653809,82.43486786,82.51157379,83.49752045,84.01152039,84.65564728,84.66464996,85.06005859,85.74807739,86.02385712,87.41914368,89.40270233,90.41094208,90.42523956,89.9067688,90.39069366,90.1645813,89.82459259,89.3250885,89.36739349,89.94869232,
IDA total,IDA,,,,,,58.86095047,59.40859985,58.01401901,58.75342941,59.51723099,59.68215942,60.31988144,61.32453918,61.65061951,62.92414093,61.68741989,61.89865112,61.94419861,61.88935852,61.66186905,62.21643066,62.68096161,62.594841,62.89434814,62.48905182,62.52782059,62.75516129,62.7478981,63.00883865,63.78355026,64.53917694,65.84387207,67.1318512,67.95326996,68.908638,70.73239136,72.08759308,71.21526337,70.7440033,73.11808777,73.49118042,74.38214111,75.65395355,76.1919632,76.93592072,77.4818573,77.88053131,78.67331696,
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.96659851,82.07015991,82.45397949,82.35604858,81.73095703,81.77876282,82.70596313,85.45648193,81.01094818,76.73126984,78.46337891,79.95482635,80.56609344,83.04972839,84.77864838,85.21798706,85.23914337,84.82009888,84.62542725,
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,93.7482605,93.08265686,95.89360809,,,,93.35798645,94.70774841,95.59525299,94.78372192,93.32511139,91.89272308,96.65380096,96.29589081,97.48771667,,98.03553009,103.3261795,100.4753189,106.3221207,,,99.84044647,
IDA only,IDX,,,46.17758942,47.21868134,47.38494873,48.35453033,49.11439133,46.93799973,47.79423141,48.21897888,48.64028931,49.60237885,50.96313858,51.38278961,53.15938187,51.26102066,51.52088928,51.45164108,51.25904846,50.90243912,51.75379944,52.43006897,52.28467178,52.70653152,52.10028076,52.16526031,52.55263901,52.45441055,53.00651169,54.24238968,55.39813995,57.26237106,59.3196907,60.94377899,62.41685867,64.73697662,65.45062256,66.38343811,67.81300354,70.52594757,70.39029694,71.44037628,72.14871216,72.12738037,72.99604797,73.75285339,74.50421143,75.74729156,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,50.85200119,,,53.15668869,,,,,,,,,,,,,75.26574707,76.52124023,,,,,,,81.25179291,,,,76.76740265,79.37666321,78.85440063,82.115448,83.06504822,,,,,94.82290649,95.30712128,,92.52931976,,93.73603058,95.27380371,95.41864777,94.25066376,92.61047363,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,98.707901,98.96118164,96.97760773,95.93270111,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,,63.54114914,,,,,,,,,,,,,,,,90.07357788,89.06932831,89.14147949,91.16124725,94.40933228,97.02057648,101.6697388,98.29444122,101.4950485,,99.09472656,,,93.78996277,97.48243713,97.69943237,95.83798218,100.4068604,101.0422897,99.42996979,94.8724823,97.44654846,101.7601929,103.7317123,103.4180222,101.4933701,,,101.2636566,100.9678879,99.71222687,
Iraq,IRQ,,59.14828873,57.24728012,61.40238953,62.48495102,73.99053955,73.52268982,91.09472656,89.27442169,,92.16087341,,,64.41481781,,71.3746109,70.49337006,62.59360123,63.55022049,64.44782257,,,,64.4177475,,,,,,62.56158066,61.29024887,,,,90.55843353,,,76.1167984,,,,,,,,,,,
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.52451324,90.42996216,103.2090607,114.6142807,106.2149506,109.3441162,99.34810638,100.6281433,94.94084167,94.97942352,94.84143829,99.48007202,98.93096161,100.5494537,94.58332825,,,,,,
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5767975,104.5303726,107.6500626,104.0809402,102.21875,102.1974106,99.76708221,102.3281784,101.0806427,100.5444031,104.967308,101.2813034,101.987442,107.5428085,102.2397385,103.6789932,
Italy,ITA,,97.2350769,99.04145813,98.71887207,100.045723,107.7223129,105.8859711,105.2457504,102.4081192,102.2925415,103.4760208,100.5200195,100.8084106,100.1286469,99.81732941,102.1425934,101.5196228,100.8924179,99.8356781,100.0506821,100.5345764,97.99751282,98.08825684,,97.61437225,99.01950073,99.2026825,95.68092346,,100.3287964,100.5440979,103.6899796,102.1273422,102.4313812,100.7652664,99.26483154,99.78057861,101.802597,104.7704315,103.1896896,103.2994766,104.8561096,101.0246201,100.2079468,100.6999664,100.5611267,99.1054306,,
Jamaica,JAM,,,,,,,75.01959229,76.56218719,,82.01200867,80.69013977,80.58670044,,,84.65573883,,,86.60913849,88.17952728,90.85347748,91.90383911,88.44896698,,86.27500916,,,,,,,83.77906036,77.67829132,83.59181213,,85.0280304,,,,,,,,,,,,,,
Jordan,JOR,,,76.43112183,82.93987274,96.01914215,104.8882523,104.3740921,103.33918,102.9811707,102.0283203,101.2996674,97.33869171,94.64852905,89.47051239,91.78633118,91.79084015,,83.62737274,86.98181915,88.95970917,91.54559326,93.37300873,93.88916016,91.89732361,95.48503113,,90.80679321,,,91.30056,93.2234726,,91.17965698,93.98300934,95.00772858,,,,,,,,,,,,,,
Japan,JPN,,103.2754135,99.46634674,97.48571777,97.3137207,97.32158661,97.77703857,101.6548767,97.35083008,89.16822052,103.7634888,102.3569565,98.01873779,97.40596771,98.0116806,98.30724335,100.2764282,101.6262207,99.64852905,99.75997162,102.0457993,101.8992004,99.66960907,,97.08370209,,,,,,,,,,,,,,,,,,,,102.7520599,101.5320969,100.3029938,,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,102.8339386,99.49060059,,,,,92.16986084,94.90283966,95.8168869,97.05277252,103.3597565,104.4405289,100.5945435,97.32460022,101.4440308,103.6552582,106.4183426,113.1540604,106.0303497,107.9294891,114.0410385,113.1225586,109.7024994,108.2646103,108.4742889
Kenya,KEN,59.57772827,61.30302811,64.45870209,65.14808655,,,,74.72621918,75.02513123,,90.85964203,88.16790009,,,,,,,,,,,,,,,,,,,,,,,89.22808838,89.51743317,,,,,,,,,98.81510162,101.0230408,101.6481171,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.76519012,94.07330322,94.43718719,95.05255127,91.1967392,92.80254364,97.69480896,101.6523285,98.00907135,96.09028625,97.75164795,96.99775696,95.57855988,96.6281662,101.9478912,106.7263489,113.4337769,105.8322906,104.1424408,
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46458054,38.10908127,46.48067856,,56.3128891,64.13620758,70.32176971,80.89424133,88.48100281,89.72927856,90.69376373,85.85881805,83.21736908,85.04953003,87.59651184,93.60384369,97.76396179,96.66403961,94.84114838,90.63108826,87.30283356,
Kiribati,KIR,,,,,,,,79.32379913,85.43306732,74.40944672,84.88829803,131.8666687,122.876709,127.7856064,130.9838562,131.0708923,126.370369,107.012619,106.809082,111.5335922,99.15357208,111.9526596,115.9487762,108.9670792,,108.7606812,120.8893509,117.6176224,,107.0191422,102.6857681,116.3861771,109.2756195,121.8246918,120.7239838,124.8884888,117.3693085,135.4234467,106.0966034,,,,,,105.5452881,,95.83679962,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,,98.57496643,100.6815033,109.0709991,105.9245377,105.411377,109.1002197,101.9691925,101.1106186,103.1857224,98.92453003,103.7269211,100.7249374,102.7301865,108.7307663,106.0831909,104.8463211,104.3452377,99.63011932,95.46357727,98.72354126,96.5556488,107.3543625,106.8480301,108.4641724,108.0297318,,96.39768982,97.50276184,101.4559402,101.6047134,98.79705048,93.80638123,99.61013031,99.34068298,98.41129303,100.073349,101.5067673,100.4244614,101.0437317,101.4836121,103.1459885,109.6688538,101.7956619,94.14772034,98.37130737,95.79960632,,
Kuwait,KWT,,65.33495331,60.4727211,61.1999588,57.69036102,66.80050659,89.62924194,74.42194366,80.13523102,83.14713287,86.10832214,97.29003143,93.92162323,93.80210114,93.51004028,97.11228943,100.0103912,101.6214066,,,,,56.32535172,,76.49034119,64.25276184,101.4938889,102.4863968,,107.0677719,100.7610474,85.10556793,90.28003693,92.27233124,94.74691772,109.1465607,,104.8255615,,,98.30975342,98.60736084,97.298172,97.61564636,,,97.35903168,95.93322754,
Latin America & Caribbean (excluding high income),LAC,,,,,81.14533234,81.42781067,82.67378235,84.99765778,85.22624207,86.27741241,86.74588776,87.27371979,87.61860657,88.62567902,89.67919159,88.95491028,90.49360657,90.47666168,90.34989166,90.22103119,89.21057129,90.29342651,90.86724091,91.53485107,92.20522308,93.13773346,93.95227051,95.05451202,95.98667145,96.21051788,97.14143372,96.56021881,98.26043701,97.33096313,95.29981995,96.17791748,97.21582794,97.9282608,97.66259766,97.9734726,98.10881805,98.26811218,98.91847992,98.96340942,99.54042053,98.77973175,98.35296631,97.86546326,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,45.03865814,47.9600296,54.63639832,,62.84175873,66.38269806,69.6411972,75.17259979,72.95667267,72.20970917,71.83258057,71.26795959,71.78092957,74.14955139,78.99826813,81.00213623,82.74488068,85.92800903,88.75920105,94.44216156,97.23432922,101.297821,102.5973816,102.8709869,101.3284683,102.5943375,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8162918,116.8753815,113.6800308,108.7046585,101.9316025,97.03337097,90.89839935,84.00720215,81.42350006,83.59879303,86.72283936,86.46192169,89.13558197,86.12142181,83.1708374,80.11199951,71.75128937,73.45310211,73.34407806,74.7922287,
Liberia,LBR,,,,,,,,,39.76029968,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2382431,,66.11505127,66.02700806,,70.67649841,,,63.61914063,,,,
Libya,LBY,,65.07804108,111.1903381,90.87763977,107.9321671,124.0893784,115.3908005,111.455719,107.1209793,100.6756821,91.63813782,92.07154846,,98.94049072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,,,,,,,,,,,,,99.94341278,96.0795517,,,,,,124.616333,121.1970062,,125.96035,,,,,,,,,104.1738129,107.4243317,107.44133,102.8768692,108.3187866,113.1050797,,,,,,,,,,,
Latin America & Caribbean,LCN,80.45819092,79.34966278,79.5710907,80.43138885,80.90329742,81.37724304,82.59075165,84.61952209,84.89987183,85.94557953,86.53282166,87.10974884,87.51084137,88.52321625,89.51715088,88.93157959,90.37384033,90.44267273,90.38781738,90.36039734,89.54271698,90.59716034,91.17862701,91.85897064,92.52436829,93.21473694,93.79562378,94.54660797,95.93612671,96.09844208,96.96224976,96.38657379,98.14338684,97.19152832,95.32003021,95.99101257,97.09996033,97.94956207,97.94573975,98.23458862,98.32626343,98.47180176,99.0588913,98.94313049,99.49645996,98.75731659,98.37452698,97.94249725,
Least developed countries: UN classification,LDC,,,,44.96709824,45.14881897,45.94942856,46.53874969,43.97380066,44.82165909,45.34877014,45.80212021,46.59566879,47.81468964,48.21772003,50.15972137,48.26216125,48.38282013,48.22240067,47.94934082,47.64847183,48.56742859,49.05667114,48.89088821,49.51546097,48.79927063,48.99230957,49.53768158,49.5522995,50.06509018,51.17414856,52.37342834,54.33414841,56.45207977,58.21591949,59.70619965,62.01203918,62.88320923,64.03028107,65.5065918,68.28044891,67.98158264,69.29666901,70.19148254,70.97711945,71.91365814,72.39620972,73.2065506,74.38057709,
Low income,LIC,,,42.98646927,43.46368027,44.40441132,46.03852081,47.28097153,49.0764389,50.93706131,52.06261063,52.92985153,54.37369156,55.50733948,55.17726135,56.94760895,53.1842308,52.40847015,51.24419022,49.87496185,48.70689011,49.95964813,50.68891907,50.53411102,51.00465012,49.80445099,49.78973007,50.20547104,49.82165909,49.93563843,51.20996857,52.17678833,54.93655014,57.40795135,59.47806931,60.83029938,63.33428955,65.03375244,66.74826813,69.07277679,71.69661713,70.81273651,70.6057663,70.30226898,68.56263733,68.40720367,67.75066376,67.67481995,67.65006256,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.18802643,114.9171295,,95.16908264,103.0042877,105.8823471,92.37667847,116.2921295,101.069519,105.3140106,,100,99.44444275,97.53694916,,
Sri Lanka,LKA,64.28675842,,,,,,,,,,,,,87.31195068,,91.58818817,90.5951004,90.58291626,,95.90975952,97.19818878,99.77278137,99.19827271,,,,,,97.4562912,,,107.9507828,114.040657,105.4783707,,101.3680801,100.1250687,97.86356354,92.62014771,92.86402893,100.1292801,102.5068207,98.23267365,99.88066864,99.09906006,99.74269867,101.7266006,102.6831818,
Lower middle income,LMC,59.97043991,60.06412125,60.18095016,60.99433899,60.98493958,61.89363098,62.49335861,63.05027008,64.21601105,64.78195953,66.19619751,67.81072998,69.30828094,70.88651276,72.97279358,74.89418793,76.03852844,76.88931274,77.66844177,78.1568985,78.51435852,78.62635803,78.60639954,79.37890625,79.93177032,80.33679962,79.83637238,79.63516998,79.31452942,79.01389313,80.509758,80.70285797,82.14421844,82.71917725,83.96616364,85.37174225,86.39837646,87.12918854,87.25488281,88.23117065,88.56363678,88.55526733,90.18041992,90.99855042,92.75843811,93.18364716,92.77858734,93.11637878,
Low & middle income,LMY,,,,,76.58492279,77.37184906,78.07170105,78.90174866,79.71209717,80.3779068,81.24230957,82.08203888,82.61611176,83.13838196,84.14063263,84.52292633,84.65167999,84.47322845,84.47126007,84.00025177,84.02520752,84.25240326,83.4312973,84.10661316,84.56887054,83.76304626,82.59889984,82.23690796,82.2745285,82.36862946,83.37564087,83.89241028,84.52420807,84.54012299,84.93341827,85.65986633,85.92038727,87.3045578,89.28276062,90.31537628,90.33721161,89.80805206,90.29601288,90.07758331,89.741539,89.233078,89.26711273,89.85075378,
Lesotho,LSO,,,27.29227066,28.59522057,34.49465179,35.76747131,33.82934952,30.25893021,29.39862061,29.6208992,28.91275024,30.74110985,31.33249092,33.64677811,35.46408081,35.86820984,35.81298065,37.01208115,39.22018051,40.31573105,41.57276917,41.92815018,44.95803833,45.50270844,48.26779175,53.64186096,53.07933044,52.75978851,53.67073059,54.67684937,52.8012085,55.39744186,55.66756058,57.65483093,58.56729889,52.70135117,66.38761902,63.88834,62.20700073,61.14928818,63.88996124,64.39949799,63.77793884,64.51859283,66.4436264,67.24066925,71.06819916,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,97.78272247,94.80194855,93.5429306,94.12129974,94.501091,95.0738678,95.8080368,95.23700714,94.36769867,93.21923828,92.62178802,92.32283783,95.4720993,101.0509109,102.9446869,103.6173706,102.3208694,101.197403,99.64559937,95.41014099,93.58518982,95.14568329,97.13641357,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,93.35182953,97.52118683,101.0210495,,98.06555176,102.0065918,103.1550903,102.6911316,102.0298996,103.9420929,102.4473724,102.0535583,104.5418625,98.51912689,100.1002121,99.27044678,100.3379898,101.6367264,101.3747482,100.802948,100.7433319,101.7240067,,
Luxembourg,LUX,,,,,,81.6947937,82.37674713,84.30938721,81.12509155,81.64556885,,,,80.83403778,,,,,,,,,,,,,,,,,,,,,,,,,,,83.59973907,82.17665863,84.95160675,79.03726959,77.55355072,78.02060699,78.47901917,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.08518219,99.98358154,100.7528305,99.80756378,102.2565765,106.3237,102.433342,102.6643982,103.2597427,103.2120132,102.9496689,103.9635468,100.5152283,98.56923676,100.0525818,100.7827988,99.00746918,98.12654114,99.59776306,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,114.1158218,,92.95717621,94.7084198,,,,,,101.3671417,95.26753998,96.35173035,96.2963028,94.88873291,97.76157379,89.15254211,94.52465057,94.09893036,92.5,93.60157776,92.61222839,90.86740875,95.49401093,91.47216797,94.71865845,95.72878265,103.2937393,103.8771362,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,34.43642044,34.76935959,36.59553146,,41.84936905,45.90970993,49.21580887,52.336689,53.63119125,56.98189926,58.82464981,60.76374817,70.42965698,67.7312088,66.68296051,62.90956879,53.61206055,59.77856064,55.55670166,53.57017899,53.72079849,53.59201813,55.42464828,55.77410889,57.28627014,60.50716019,61.64094925,64.50553131,65.06400299,67.24321747,70.08142853,76.9401474,81.4810791,85.57776642,86.34472656,84.71112823,84.02526855,87.75805664,91.51699066,99.37271881,96.29754639,96.8296814,96.8638382,95.26548767,92.30010223,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,95.08200836,,,,,,,97.85613251,95.58255768,95.95291901,99.56291199,98.39620972,92.95443726,92.23703003,94.10356903,91.33979797,91.97550201,89.33528137,93.34651947,91.56123352,90.75881958,89.71704865,91.29981995,
